,P_Z0_before,P_Z0_after,P_Z1_before,P_Z1_after,P_WH_before,P_WH_after,T_Z0_before,T_Z0_after,T_Z1_before,T_Z1_after,P_bottom_before,P_bottom_after,T_WH_before,T_WH_after,failure
1579,820.6151,808.96674,782.6208,749.8544,264.3267,237.49667,85.822876,82.85426,83.474045,83.42928,807.85913,776.7024,71.08746,66.08938,1.0
1580,787.812,825.39404,743.5942,742.76654,615.5407,626.2519,102.15785,88.47004,89.83012,83.75037,609.5341,566.9793,46.355366,51.563347,0.0
1581,730.36707,742.5617,669.37085,680.0113,593.4055,593.1306,85.80567,88.57999,82.031334,72.32163,557.1598,534.82117,49.159595,60.324585,0.0
1582,754.557,782.0171,701.9012,706.8192,600.7549,607.59247,92.12107,87.939804,85.0057,76.8408,580.1547,552.5147,47.63843,55.76525,0.0
1583,764.9617,798.1977,716.2543,718.8771,605.9231,614.7593,95.30454,88.019356,86.40819,78.882614,589.31573,557.19745,46.608593,54.07088,0.0
1584,756.5079,785.61505,704.9941,709.9188,603.47375,610.16833,92.91649,87.94159,84.77586,77.057396,582.11176,550.44086,47.252083,55.729893,0.0
1585,782.3741,794.7445,727.8451,725.015,252.702,238.21341,85.45909,83.43579,85.671326,82.617004,790.6824,772.74976,68.99719,65.895905,1.0
1586,726.231,739.57086,663.327,675.3278,528.5028,525.2527,83.0099,87.90389,84.62291,73.75457,619.72736,623.6828,54.680786,63.0654,0.0
1587,749.4332,773.37915,694.5804,700.6441,598.1987,603.7744,90.652534,87.95742,84.3632,75.88618,575.84204,550.3045,48.093906,56.54521,0.0
1588,846.14197,831.3652,800.823,773.5186,259.26746,230.07191,87.00183,84.13463,82.43187,85.55204,829.3618,794.9436,73.655426,69.349365,1.0
1589,747.8394,771.1697,692.3754,699.30927,599.9002,604.48596,90.40574,88.14796,83.618126,75.35887,574.86316,545.7546,47.96547,57.121387,0.0
1590,855.0028,838.5862,803.40686,782.8814,268.44986,228.32513,87.422386,83.79871,80.55581,86.48439,837.23645,799.8209,75.14778,70.00155,1.0
1591,830.5448,855.4575,792.30035,783.6396,628.5545,636.3991,105.07545,94.006165,100.19772,89.16544,645.46173,595.19214,70.328186,64.478226,0.0
1592,807.5892,842.44763,763.8999,760.7999,623.9777,633.7684,109.35031,89.986664,93.4999,88.781525,630.2007,574.51355,46.494686,49.610905,0.0
1593,816.3512,805.62524,777.921,746.27246,265.15463,238.34456,85.70183,82.70462,83.53951,83.18538,804.7678,774.3815,70.77595,65.672226,1.0
1594,722.2431,735.2498,663.16034,676.4874,479.06607,476.43478,81.185295,84.38654,88.2502,75.457085,610.60645,637.9659,57.350044,62.960377,1.0
1595,859.7816,846.19855,804.0969,791.0852,299.39923,242.67444,90.81469,83.82286,76.55564,88.242195,845.52783,811.6725,75.881454,72.06204,1.0
1596,780.1984,818.5813,736.1355,735.79865,613.8414,623.9442,100.71001,88.34338,88.51546,82.149635,604.0407,563.46814,44.7214,51.373844,0.0
1597,852.6465,836.189,802.9122,780.0891,265.66183,228.75993,87.27732,83.90394,81.14752,86.14943,834.7541,798.4939,74.59821,69.84981,1.0
1598,752.4523,778.60175,698.88776,704.1396,600.0663,606.406,91.49927,88.102066,84.71228,76.38017,578.3852,551.31683,47.753983,56.142933,0.0
1599,816.99927,846.65283,770.7505,767.5817,624.0218,634.5517,108.6487,90.66897,96.06248,90.849106,634.95416,580.18787,54.353718,53.78605,0.0
1600,860.5633,847.1005,804.15765,791.84247,295.72754,238.0954,90.07042,83.58527,76.80498,88.359184,846.08496,810.7744,76.463425,71.907906,1.0
1601,860.12726,847.1066,804.1458,792.5545,321.634,256.6679,93.068306,83.6887,74.656784,88.800766,846.81995,816.9036,75.119736,73.270096,1.0
1602,783.23486,822.1952,739.13934,738.086,616.3249,626.2564,101.716896,89.22521,88.90744,82.55748,607.24963,562.61163,44.09501,51.004105,0.0
1603,734.52686,751.284,663.911,687.95245,289.59702,274.37048,82.281265,80.8016,88.70401,80.44153,721.1646,738.00775,64.753075,63.858635,1.0
1604,840.1286,823.84906,797.81696,766.86426,264.9633,233.70343,86.55659,83.37344,82.29513,84.66056,822.9153,786.9284,72.89384,67.684135,1.0
1605,725.4035,738.711,663.3533,675.3246,523.9617,521.0928,82.68224,87.42094,85.227196,73.93643,615.50476,623.3264,54.95583,63.036606,0.0
1606,852.065,835.20264,802.67975,779.3472,267.49872,230.25418,87.17958,83.64987,81.034294,85.96777,833.9554,795.62476,74.653015,69.16974,1.0
1607,826.6638,854.11237,788.7173,780.3566,629.0387,636.6735,108.29269,93.27279,98.57827,89.72113,645.3174,589.69714,63.850876,59.70283,0.0
1608,788.2502,825.9462,743.8682,742.7598,615.7643,626.59515,102.311455,88.75041,90.0786,83.85341,610.1512,567.4865,46.101902,51.268063,0.0
1609,768.5271,804.08563,721.2411,723.284,611.3214,619.5321,96.75852,88.81414,86.014305,79.0615,593.1208,552.6374,45.56175,54.153275,0.0
1610,741.31506,758.66034,683.22076,691.3017,592.91534,596.0118,88.51299,87.57835,83.48027,74.61975,569.1799,548.3051,48.91386,57.570827,0.0
1611,726.28516,740.02747,662.24536,679.10535,435.01398,428.0231,81.787125,83.72634,87.79851,76.7438,651.239,672.5235,59.44953,63.15849,1.0
1612,856.73444,841.5556,803.7475,786.1665,279.01904,234.00632,88.86503,84.022514,79.2463,87.16744,840.48663,806.1127,75.114365,71.24792,1.0
1613,835.2213,819.4549,795.40656,762.2477,264.16046,234.43236,86.19129,83.166954,82.951805,84.302315,817.9126,784.8617,72.152885,67.61061,1.0
1614,812.55914,807.1495,773.9581,744.82367,258.49545,237.07135,85.759056,83.216156,84.38954,83.35758,804.53644,777.11865,70.61832,66.40887,1.0
1615,793.6101,828.27637,746.76855,746.1109,614.94586,626.67554,101.19704,89.17771,91.12882,84.525764,610.8823,569.4357,50.643543,53.92756,0.0
1616,822.48883,848.4545,776.4335,771.70825,621.673,633.6,103.63838,91.97284,98.265785,90.368286,632.9354,586.0569,64.76276,60.781094,0.0
1617,733.89856,747.44403,662.946,684.4507,365.21866,350.06808,82.74162,82.741516,86.86179,78.54215,702.7065,713.6873,62.41145,63.282124,1.0
1618,738.4024,756.50604,669.4635,693.505,263.6372,246.83096,82.536316,80.2213,88.663124,81.07962,734.2995,748.02374,65.77685,64.28301,1.0
1619,752.1197,771.13196,679.69745,703.36707,259.84323,243.6447,83.86704,81.6102,87.10617,81.53373,760.0822,757.5202,67.02126,64.474174,1.0
1620,763.65717,796.6262,714.24884,716.92505,607.1723,615.4502,94.89111,88.68152,85.93678,78.2833,588.31396,553.9636,46.393112,54.619453,0.0
1621,854.28253,837.79517,803.24146,781.9739,268.111,228.64114,87.44811,83.84872,80.563286,86.34501,836.6577,799.0691,75.0246,69.77698,1.0
1622,749.09204,758.57434,673.6806,698.04736,270.39478,247.89453,83.13943,80.237564,86.73348,80.963455,746.4096,745.1632,66.72136,62.693672,1.0
1623,774.3474,790.5855,711.7867,719.8677,253.12152,239.44783,85.2159,83.18567,85.98151,82.38824,785.5773,769.36475,68.6871,65.435036,1.0
1624,854.309,839.12854,803.29926,782.35266,262.55505,226.5682,87.60827,84.406525,81.09395,86.62547,837.42957,802.68494,74.95085,70.69379,1.0
1625,821.3822,848.62854,776.49774,771.71185,622.9358,634.0954,105.61085,91.36164,97.6595,90.59288,634.72144,585.1985,61.984776,58.64663,0.0
1626,821.6357,848.00385,775.744,771.20746,621.5526,633.4222,103.775604,91.61777,97.85723,90.23332,632.3028,585.264,64.182915,60.456078,0.0
1627,786.6102,791.0806,732.5978,725.66956,261.14322,240.73521,85.260826,82.64236,84.76595,82.32109,789.0601,766.6727,69.22584,64.56655,1.0
1628,820.3611,846.9209,773.1402,769.5122,620.9666,633.15826,104.04603,91.26292,97.476654,90.37524,631.28174,583.9813,62.877647,59.59189,0.0
1629,748.3431,764.74725,676.12683,699.96,263.35934,245.65157,83.31261,80.87877,87.46925,81.2901,750.4144,751.7639,66.68503,63.96494,1.0
1630,808.1758,806.1205,770.5566,742.0528,254.8953,235.88286,85.74767,83.5177,84.922905,83.3469,802.7045,779.5721,70.12173,67.0694,1.0
1631,850.8354,834.0866,802.41675,777.96185,265.6241,229.7846,87.13078,83.7868,81.36517,85.85093,832.7543,796.25635,74.284645,69.41622,1.0
1632,825.01636,811.2816,785.9855,753.2596,266.60803,237.98987,85.907104,82.71722,83.02704,83.55522,810.6274,775.90485,71.603615,65.75291,1.0
1633,834.81525,856.56903,795.3855,786.66486,627.08765,635.60803,99.48648,95.313286,102.355576,88.009026,643.399,601.72314,77.0117,70.57942,0.0
1634,858.2378,844.348,803.95123,788.71185,284.2555,236.78354,89.74295,84.21254,78.50629,87.814644,843.0871,810.11053,75.435104,72.080185,1.0
1635,814.6368,806.4066,775.9058,745.62524,262.13956,237.81874,85.75031,82.95003,83.88825,83.26282,804.8504,775.5048,70.73888,65.95123,1.0
1636,801.9742,798.1704,762.23956,735.90576,261.46695,238.4618,85.39585,82.7768,84.52283,82.78114,795.97345,773.18164,69.609856,65.85302,1.0
1637,765.0057,788.30023,694.1486,714.58,250.28835,238.8521,85.24587,83.451546,86.34692,82.291664,782.8573,770.4467,68.21248,65.698715,1.0
1638,776.87964,785.401,713.6963,718.92346,261.8416,241.8522,85.05851,82.432915,84.97449,82.017334,783.1725,763.2962,68.75356,64.060074,1.0
1639,720.2707,732.9943,666.65314,673.96643,572.349,573.4746,82.24155,87.741806,85.862114,72.22871,535.01184,547.6109,50.992153,62.20858,0.0
1640,725.865,738.4718,662.9217,674.15875,539.90314,537.10205,83.10948,88.46518,84.207016,73.27669,612.00916,613.50555,53.872925,62.92695,0.0
1641,837.6305,857.3497,797.08734,788.5216,626.40265,635.288,96.479324,96.23252,103.974106,87.5555,643.21466,606.3839,79.75329,73.5195,0.0
1642,768.7385,799.69214,718.02826,720.79016,603.4646,613.55304,94.32214,88.18147,87.38012,79.349205,589.11365,560.8294,49.685913,55.506542,0.0
1643,821.3608,810.053,782.69226,750.5694,264.0258,237.29538,85.98592,83.00265,83.270134,83.48293,809.4541,777.21,71.26087,66.01398,1.0
1644,859.6097,846.2983,804.096,791.14154,300.7367,244.65852,91.19035,83.974556,76.658516,88.38714,845.45496,813.65906,75.53309,72.684425,1.0
1645,777.6477,815.78296,732.38074,732.4416,614.7268,624.06445,99.72688,89.187965,87.69337,81.0954,601.7351,558.0245,44.627262,52.334976,0.0
1646,749.421,768.53625,676.3714,700.74963,260.87418,243.21524,83.95766,81.67241,86.81974,81.40801,759.18085,758.57135,66.678665,64.52397,1.0
1647,807.4311,805.74445,767.6729,741.58167,255.8361,236.82495,85.75566,83.4154,84.772385,83.28255,802.641,777.3612,70.31828,66.53036,1.0
1648,837.1604,821.0207,796.1302,764.01855,265.34094,234.74023,86.33148,83.161026,82.57586,84.39892,819.9168,784.3983,72.55151,67.3143,1.0
1649,723.1736,734.117,661.0041,674.50635,493.09598,489.65714,81.606514,85.19866,87.170784,75.00734,612.15533,632.81586,56.724182,62.591686,1.0
1650,785.144,824.2374,741.81744,740.4908,616.43024,626.6276,102.52279,88.84031,89.351875,83.22171,609.1351,565.30334,44.017097,50.45264,0.0
1651,731.7885,741.915,668.44836,679.6083,595.0873,594.27655,86.38783,88.62498,81.264656,72.346146,562.51624,535.2329,48.92772,59.64913,0.0
1652,840.128,822.9348,797.70856,766.68555,267.21494,234.92902,86.366035,83.02346,82.26411,84.55755,821.8823,784.3481,72.95317,67.228,1.0
1653,851.604,834.4628,802.6653,778.6803,266.91797,229.39793,87.16987,83.75118,81.1329,85.900024,833.32996,797.1186,74.31701,69.56687,1.0
1654,731.203,744.33234,659.20166,682.423,331.83862,316.29324,82.18883,81.54354,88.006744,79.331215,703.8188,721.69574,63.274193,63.167698,1.0
1655,806.56396,838.17377,758.5797,757.0329,618.3208,630.53253,103.55985,90.08422,93.921295,87.580505,621.2545,575.4807,54.35363,55.009434,0.0
1656,830.778,855.44556,792.2599,783.6608,628.32874,636.326,104.83214,93.99185,100.356606,89.26935,645.2886,595.5632,70.66656,64.71775,0.0
1657,765.40894,798.9246,716.9891,719.37366,606.35126,615.2256,95.460045,88.12318,86.45039,78.930275,589.73145,557.41016,46.485798,54.035065,0.0
1658,782.42645,821.55615,738.09686,737.2724,617.5509,626.8251,101.52382,89.67744,88.29056,82.031654,606.6849,558.64636,43.847095,51.57123,0.0
1659,835.8664,819.401,795.7955,762.61646,265.42697,234.52003,86.21142,83.101265,82.74615,84.28345,818.21545,784.73865,72.18696,67.52504,1.0
1660,816.26373,843.32086,765.71094,764.23663,618.80286,631.9539,103.407684,90.81653,96.472,89.89768,626.8036,580.68536,60.518574,58.344654,0.0
1661,744.31,764.296,687.4003,694.5775,595.2546,599.37714,89.27025,87.87217,83.78257,75.017204,571.61755,548.7905,48.548607,57.24795,0.0
1662,806.36774,841.04626,762.0345,759.2261,623.0142,633.1104,107.9547,90.10742,93.24534,88.16355,627.5536,573.54767,47.730793,50.769802,0.0
1663,811.76245,842.0539,763.7809,761.83795,620.4373,632.269,105.2415,90.356705,94.98081,89.065895,626.65906,577.62317,55.306885,55.150967,0.0
1664,809.07227,843.3795,765.0417,761.77686,624.5314,634.21216,109.68109,90.385155,93.86847,89.09754,631.6149,574.889,46.800594,49.730938,0.0
1665,719.79095,732.43024,663.7767,674.2515,514.2403,514.42444,80.933624,85.387115,88.22065,74.29821,577.8428,606.8831,55.372967,62.811947,0.0
1666,755.41406,783.3981,703.4211,707.96277,600.73883,607.8593,92.38026,87.86193,85.20183,77.055466,580.8274,553.9235,47.5705,55.572575,0.0
1667,734.52997,746.1914,672.6137,682.7724,591.9673,592.42285,86.86173,87.96674,82.29295,73.23562,564.1457,541.92413,49.225647,58.77425,0.0
1668,723.6041,737.2797,663.93726,675.64386,515.07043,513.20056,82.01542,86.46771,86.4968,74.27596,605.9019,622.0636,55.443302,63.06339,0.0
1669,733.5461,745.33954,670.97906,681.77563,595.93317,595.7523,86.809746,88.615395,81.4519,72.62748,563.86285,535.74725,48.810303,59.427315,0.0
1670,828.78705,815.65625,789.8931,756.9776,263.0927,236.0358,86.11069,83.14248,83.21495,83.94332,814.26355,780.7176,71.85588,66.7345,1.0
1671,826.5603,853.723,787.48395,779.501,628.4145,636.5312,108.337715,93.11359,98.820854,90.26797,644.8949,589.8526,63.411655,59.192886,0.0
1672,789.15704,828.88947,746.7902,745.08795,620.19684,629.4345,104.50147,89.327065,89.268745,83.86145,613.90845,562.398,42.955795,50.10885,0.0
1673,828.81415,853.98846,789.20074,781.06757,626.62177,635.61206,104.217834,93.44448,99.82575,89.51803,641.6805,593.1177,69.57242,64.01402,0.0
1674,801.26544,839.96246,759.9676,756.4729,625.25684,633.8838,110.00234,90.21037,91.58889,87.15069,627.9792,568.05914,40.95189,47.259647,0.0
1675,846.01764,829.2458,800.80066,772.6924,264.5877,231.15001,86.898705,83.70732,81.84739,85.25538,828.2203,792.8539,73.4763,68.797356,1.0
1676,857.43304,841.30945,803.7748,785.9916,273.88107,228.55457,87.678154,83.56214,79.44957,86.855286,840.32263,800.1329,75.98265,69.720604,1.0
1677,855.70087,840.22675,803.57837,784.7035,276.02985,233.06631,88.59406,84.06588,79.64096,86.90521,839.2082,804.6853,74.905365,70.961525,1.0
1678,829.7796,818.1215,790.91516,758.4099,259.45026,234.67929,86.25912,83.526855,83.50431,84.18658,816.1081,783.78876,71.95555,67.38569,1.0
1679,751.20374,759.5602,675.13654,699.354,271.0834,248.17668,83.19361,80.216606,86.54911,80.97894,748.1752,744.3915,66.938286,62.44875,1.0
1680,862.5049,851.9726,804.2663,796.49335,358.44727,272.5805,96.32937,83.117485,70.328575,90.4978,851.56915,823.98975,76.14751,74.49166,1.0
1681,770.80707,788.2884,709.8663,716.9359,252.9023,238.38902,85.28439,83.34666,85.9139,82.28419,784.1658,771.8198,68.14329,65.87737,1.0
1682,811.48413,835.8428,756.6848,757.5229,609.561,626.0141,96.74468,90.26051,95.72665,87.549065,613.47,579.38873,65.824554,62.87056,0.0
1683,839.99725,825.3818,797.8713,767.2559,260.81802,232.37514,86.68505,83.78291,82.68187,84.856544,823.8497,789.63965,72.8824,68.30766,1.0
1684,848.51355,831.87,801.5171,775.5073,265.66458,231.67177,86.96413,83.59541,81.597824,85.53335,830.5499,792.23785,74.13879,68.56828,1.0
1685,825.69556,813.0018,787.7527,754.32806,263.13776,236.65263,85.86062,82.94219,83.58441,83.76146,810.9902,779.0762,71.488525,66.64463,1.0
1686,834.4173,817.6886,793.47705,761.1829,268.97208,237.14534,86.20117,82.75258,82.261314,84.02738,817.4593,778.7605,72.529274,66.022865,1.0
1687,801.05817,798.57855,756.19714,735.8213,262.0558,240.15398,85.38735,82.62884,84.443886,82.74884,796.29535,768.9568,70.09433,64.91404,1.0
1688,860.9336,848.50543,804.1952,793.41974,317.42807,252.13672,92.60135,83.68684,74.79978,89.08167,847.8083,817.1954,75.81108,73.33429,1.0
1689,861.12585,848.46387,804.19727,793.2683,310.64737,246.46878,91.61434,83.51915,75.18371,88.867256,847.7308,814.1723,76.413246,72.49314,1.0
1690,857.1834,842.2256,803.81885,786.7911,279.26083,233.78697,88.93147,84.053,79.19214,87.30864,841.0384,807.06616,75.20346,71.48395,1.0
1691,761.2106,793.30664,711.38824,714.85254,607.28687,614.6987,94.33169,88.633514,85.20313,77.67221,586.3491,550.73706,46.448307,55.24921,0.0
1692,730.33563,740.8796,668.4824,679.3377,590.6604,590.1954,85.74033,88.10184,82.24349,72.57355,557.9114,538.1486,49.493153,59.868,0.0
1693,802.4455,802.78143,764.04126,737.82385,254.6313,236.17407,85.62501,83.46409,85.14832,83.13861,799.1634,778.582,69.65956,66.9831,1.0
1694,847.37994,830.98694,801.32733,774.26886,263.53137,230.40431,86.99236,83.85064,81.85604,85.473206,829.6896,794.49524,73.690865,69.143616,1.0
1695,838.6009,823.0882,797.0107,765.6841,263.43756,234.01328,86.40943,83.34375,82.72432,84.6145,821.4796,786.1124,72.75452,67.69468,1.0
1696,842.6712,826.2916,799.1256,769.5121,264.58102,233.38817,86.55777,83.36237,82.34572,84.92459,824.74445,787.9208,73.261925,67.95289,1.0
1697,850.97626,833.0381,802.4422,777.843,269.32367,231.20076,86.90216,83.31413,81.192024,85.69234,831.81177,793.6217,74.304054,68.908325,1.0
1698,738.2293,753.6721,677.729,686.69586,595.6284,597.5224,87.7531,88.53202,82.54242,73.59521,567.1344,541.46014,48.687637,58.504242,0.0
1699,839.27155,823.64197,797.4437,766.1791,263.4831,233.24307,86.58874,83.52368,82.453735,84.65667,822.6176,787.77985,72.75238,67.88764,1.0
1700,841.70056,824.67114,799.04456,768.2244,265.00278,232.77032,86.49287,83.35565,82.389084,84.78862,823.37256,789.0633,72.816895,68.28146,1.0
1701,797.4281,836.6461,755.7043,752.6224,623.35657,632.4768,108.00408,89.97982,91.04871,86.10049,623.219,567.22546,41.734306,48.090126,0.0
1702,859.8079,846.14185,804.1153,791.7078,314.457,251.74725,92.15808,83.63015,75.29307,88.43156,845.93555,814.41437,75.25534,72.673836,1.0
1703,848.99713,830.57776,801.84326,775.42523,269.7324,231.6398,86.88706,83.316574,81.15881,85.370514,829.9677,792.3858,73.89201,68.58264,1.0
1704,788.2869,793.2245,739.1752,727.21533,258.48404,239.21666,85.33185,82.92853,85.03943,82.49171,790.49457,770.5855,69.09188,65.41614,1.0
1705,844.8804,828.1863,800.1015,771.67645,265.32367,232.9485,86.68445,83.40286,82.05575,85.11525,826.7765,789.1253,73.57649,68.09601,1.0
1706,837.09125,857.7908,797.4067,788.7898,629.08887,636.5998,100.56271,96.1713,103.323784,88.12475,648.448,604.92786,77.63032,70.95132,0.0
1707,747.26263,770.0003,691.08026,697.616,599.22797,604.02045,90.07213,88.49605,83.7934,75.21434,574.2499,546.5684,48.00294,57.149395,0.0
1708,780.9781,790.4997,724.6467,722.77844,257.4341,239.90738,85.23046,82.90255,85.34144,82.34221,787.1378,768.50726,68.86935,65.108696,1.0
1709,733.1241,744.0807,670.4132,681.0943,593.9556,593.7468,86.62201,88.381645,81.713844,72.73586,563.3403,538.0245,49.03238,59.268646,0.0
1710,848.12616,829.2549,801.36615,774.38806,271.7622,233.27826,86.79717,83.05384,81.00876,85.16696,828.9627,788.9611,73.95587,67.77387,1.0
1711,857.92334,842.5861,803.85864,786.8583,271.48288,227.53781,87.71089,83.74695,79.72633,87.134796,841.10846,802.08057,76.12309,70.27411,1.0
1712,727.53406,742.18054,662.79614,679.5292,443.9833,437.19635,82.182014,84.42919,87.17392,76.52995,655.85876,672.7932,59.130142,63.305336,1.0
1713,739.8563,761.46686,670.47675,694.9172,260.37006,244.30824,83.159966,81.04035,88.14909,81.245155,744.41315,755.28156,65.81893,64.934074,1.0
1714,786.8128,826.3782,743.59906,742.04236,619.1589,628.5473,103.320496,89.63677,89.05919,83.18553,611.27673,561.50476,43.2884,50.594936,0.0
1715,809.9708,838.20013,758.9681,758.2378,616.0567,629.5707,100.85135,90.62602,94.807236,87.69061,619.0831,576.55853,59.93194,58.911255,0.0
1716,857.43787,841.1116,803.793,785.9796,274.0114,228.63678,87.52201,83.42813,79.658264,86.84975,839.8913,800.00525,75.903145,69.84906,1.0
1717,731.19196,745.8844,661.24164,683.0269,355.95856,341.6766,82.438255,82.36093,87.54031,78.74999,699.2314,715.464,62.453392,63.46638,1.0
1718,851.58936,833.863,802.45984,778.60315,270.69687,232.01393,87.03281,83.265785,80.80849,85.73788,832.9405,792.1555,74.68919,68.36753,1.0
1719,754.26746,782.4949,701.67816,706.83405,604.7372,610.66754,92.28599,88.6722,84.13896,76.26209,580.4091,546.449,47.05084,56.445538,0.0
1720,789.49817,795.0339,742.68164,728.5095,256.4573,238.3735,85.37207,83.11471,85.26867,82.627106,791.6244,772.7163,69.09242,65.899315,1.0
1721,829.7261,853.33203,788.3999,780.5978,623.7498,634.3558,100.80908,93.559235,100.68237,89.37209,637.55475,594.9622,72.847786,66.794556,0.0
1722,842.344,831.22266,799.659,769.708,260.92883,231.67035,88.86697,83.84613,82.64865,85.937416,826.08563,796.22876,72.42006,70.061195,1.0
1723,744.4565,754.4069,670.77704,695.1087,270.51477,248.7224,82.685265,79.842445,87.432655,80.8686,737.64813,742.50726,66.31456,62.822086,1.0
1724,725.0024,735.9885,666.43805,676.85425,580.3401,580.23193,83.85253,87.274,84.168175,72.60558,545.0319,541.6215,50.66789,60.953236,0.0
1725,859.0547,844.87366,804.0538,790.44244,306.07358,247.7061,91.38333,83.73758,76.31515,88.10134,844.524,812.9475,75.038025,72.504524,1.0
1726,808.0605,799.9369,767.21844,739.79297,265.8595,239.83534,85.47527,82.46778,83.78006,82.805405,799.1091,770.1844,70.28333,64.97159,1.0
1727,721.71967,729.18945,661.58307,670.15656,578.06976,577.7093,82.83715,88.384224,84.270485,71.87429,542.67163,544.1758,50.534985,61.266922,0.0
1728,811.0765,806.2424,774.9078,743.49335,256.92273,235.53621,85.78181,83.43789,84.58549,83.34888,803.5977,780.5275,70.095856,67.19384,1.0
1729,724.43744,739.5075,664.5508,678.3729,476.2319,472.9676,81.72466,84.90677,87.610535,75.57557,626.12067,647.8893,57.5409,63.34268,1.0
1730,860.77075,848.2266,804.183,793.3283,321.8352,255.3189,93.03653,83.64605,74.34735,89.02769,847.797,817.0276,75.66172,73.17974,1.0
1731,857.19745,841.7646,803.7851,785.9107,269.73602,227.16615,87.794975,83.98937,79.99935,87.03637,840.321,803.5453,75.693115,70.69358,1.0
1732,836.5865,857.3189,796.8551,788.1004,627.9109,635.9612,98.33336,96.50566,103.13807,87.394745,644.6963,603.6694,78.44005,72.17904,0.0
1733,803.3332,836.6807,756.93994,755.45996,618.4533,630.12885,104.15916,89.337326,92.94187,87.079185,620.1444,573.88495,51.914326,53.630917,0.0
1734,862.7697,853.0832,804.2774,797.2199,357.32343,278.56372,96.200485,84.46049,70.044014,90.18826,852.4307,825.629,76.93829,76.17494,1.0
1735,781.545,820.22485,737.3199,736.6078,615.19214,625.17865,101.1138,88.9111,88.67084,82.258415,605.46954,562.63055,44.39368,51.26435,0.0
1736,794.4506,796.63293,750.60345,731.4692,257.93826,238.18214,85.449715,83.077545,84.93995,82.70422,793.9449,773.4268,69.30854,65.925735,1.0
1737,837.1264,857.6204,797.3239,788.7296,628.17114,636.10657,99.155945,95.959015,103.3988,87.86117,646.46045,605.3957,78.41739,71.872826,0.0
1738,830.81604,814.47925,791.6178,757.8549,268.07898,237.05557,85.96845,82.67809,82.73508,83.8165,813.8013,778.6131,71.91174,66.282906,1.0
1739,770.51733,806.4343,723.7731,725.07605,610.36664,619.4567,97.23585,88.60975,86.8497,79.74417,594.6691,557.32733,45.630966,53.433132,0.0
1740,793.1121,803.0791,751.9614,732.46204,251.13618,236.19385,86.42046,83.71069,85.70313,83.337074,796.3385,780.3126,68.945465,67.55333,1.0
1741,728.393,742.75055,661.3538,682.04553,357.76498,346.7281,81.577644,81.66106,88.95696,78.72348,682.06885,706.03894,62.327187,63.309376,1.0
1742,764.8813,798.99414,716.0645,718.99084,610.3531,617.94934,95.55349,88.971085,85.366684,78.19575,589.8571,549.46436,45.881683,54.895374,0.0
1743,802.8484,803.0616,762.68445,738.2075,255.4058,236.91078,85.63759,83.37847,85.014824,83.12566,799.6435,776.8994,69.902725,66.56917,1.0
1744,859.5148,845.7495,804.0914,790.9754,303.4689,245.79114,91.1771,83.77075,76.49822,88.26863,845.07874,813.1204,75.38084,72.57288,1.0
1745,852.1582,836.13873,802.7337,779.666,264.55576,229.0602,87.3214,83.99272,81.23203,86.12823,834.6723,797.8423,74.647224,69.659706,1.0
1746,769.04987,788.2807,698.30914,716.3756,253.48445,239.85445,85.26927,83.21143,85.845894,82.23541,784.1248,768.0931,68.54063,65.06661,1.0
1747,786.78186,826.5335,743.52155,742.1192,620.22473,629.1265,103.424774,89.92541,88.650024,82.94077,611.4692,558.5584,43.044144,50.909485,0.0
1748,854.98096,839.62213,803.40796,783.1136,264.47284,226.94815,87.63091,84.26493,80.79651,86.67875,838.0532,802.1984,75.17056,70.50595,1.0
1749,809.7158,805.1048,771.9331,742.4979,258.19125,236.79205,85.677414,83.214615,84.55945,83.24372,802.3706,777.5873,70.21783,66.61308,1.0
1750,777.96375,816.0793,733.0819,732.91895,614.0871,623.7215,99.83113,88.96588,87.95458,81.31576,601.9182,560.2344,44.691154,52.103607,0.0
1751,852.1747,834.878,802.7694,779.2658,268.36353,229.58635,87.25388,83.70766,80.81172,85.92489,834.0379,796.88,74.48717,69.38484,1.0
1752,785.8339,791.7895,737.7504,725.48047,257.81702,238.87206,85.23909,82.930756,85.27888,82.44471,788.49365,771.32556,68.76654,65.71032,1.0
1753,835.3715,856.5722,795.47595,786.75507,626.56006,635.39105,98.25391,95.7622,102.76048,87.81581,642.40594,602.3162,77.85487,71.53469,0.0
1754,726.27576,737.49274,660.9907,673.77844,525.3524,521.4259,82.94587,87.67612,84.56526,73.87394,621.24457,624.82623,54.95249,62.66695,0.0
1755,791.135,830.8454,749.1868,747.29,620.77936,630.0473,105.40331,89.14172,89.62933,84.48027,616.0848,563.8159,42.75345,49.594006,0.0
1756,750.9709,777.3718,696.8056,703.05774,604.8929,609.74994,91.435776,88.90206,83.35102,75.45435,577.86383,542.0009,47.16073,57.19373,0.0
1757,860.11115,846.4536,804.11206,790.90344,287.55038,234.43187,89.4298,83.737,77.592896,88.10333,845.2992,808.5102,76.57104,71.39635,1.0
1758,771.3369,788.2514,707.29584,717.1885,254.0484,239.06847,85.31123,83.257675,85.70478,82.2479,784.69,770.15857,68.353745,65.44672,1.0
1759,730.4023,740.58887,668.983,679.1831,587.2282,587.21814,85.56884,87.7853,82.90023,72.88332,557.1998,542.5335,49.793167,59.55054,0.0
